Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
ladies-louis-xv-parlor-chair,Ladies Louis XV Parlor Chair,"<p>Beautiful yellow satin upholstery ladies parlor chair with golden rosettes delicately carved into wooden frame and cabriole legs.</p><p><strong>Materials:</strong> Satin, Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century Unknown Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"19th Century, Antique, Satin, Wood, Louis",TRUE,Title,Default Title,,,,,ANT-CHAIR-023,10000,shopify,1,deny,manual,5500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/8/8899_1269669790_1_1.jpg?width=2000&quality=90,1,Ladies Louis XV Parlor Chair,FALSE,Ladies Louis XV Parlor Chair | Antique Furniture Co.,Beautiful yellow satin upholstery ladies parlor chair with golden rosettes delicately carved into wooden frame and cabriole legs.,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
ladies-louis-xv-parlor-chair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesD/upload/8899/8/8899_1275357410_2_1.jpg?width=2000&quality=90,2,Ladies Louis XV Parlor Chair - Image 2,,,,,,,,,,,,,,,,,,,,
ladies-louis-xv-parlor-chair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesD/upload/8899/8/8899_1275357410_2_1-01.jpg?width=2000&quality=90,3,Ladies Louis XV Parlor Chair - Image 3,,,,,,,,,,,,,,,,,,,,
central-european-hand-painted-20th-century-chest-of-drawers,Central European Hand-Painted 20th Century Chest of Drawers,"<p>Romantic nine-drawer hand-painted Central European chest with shadow box and bun feet. The indented miniature theatre pocket drawer in center with handle adds a romantic touch to thi...</p><p><strong>Materials:</strong> Gold Leaf</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1960s Unknown Commodes and Chests of Drawers</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Gold Leaf",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-024,5000,shopify,1,deny,manual,3800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/4/8899_1269560297_1_1.jpg?width=2000&quality=90,1,Central European Hand-Painted 20th Century Chest of Drawers,FALSE,Central European Hand-Painted 20th Century Chest o | Antique Furniture Co.,Romantic nine-drawer hand-painted Central European chest with shadow box and bun feet. The indented miniature theatre pocket drawer in center with handle a,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
russian-matryoshka-nestled-dolls-czar-nicholas-ii-and-family,Russian Matryoshka Nestled Dolls 'Czar Nicholas II and Family',"<p>Hand-painted and carved neastled dolls of Alexandra and Nicholas II and their four daughters, the Grand Duchess Olga in 1895, the Grand Duchess Tatiana in 1897, Grand Duchess Maria i...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Russian Folk Art Political and Patriotic Memorabilia</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,20th Century,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-025,5000,shopify,1,deny,manual,2500,,TRUE,TRUE,,https://a.1stdibscdn.com/russian-matryoshka-nestled-dolls-czar-nicholas-ii-and-family-for-sale/1121189/f_117260911538394606751/11726091_master.jpg?width=2000&quality=90,1,Russian Matryoshka Nestled Dolls 'Czar Nicholas II and Family',FALSE,Russian Matryoshka Nestled Dolls 'Czar Nicholas II | Antique Furniture Co.,"Hand-painted and carved neastled dolls of Alexandra and Nicholas II and their four daughters, the Grand Duchess Olga in 1895, the Grand Duchess Tatiana in ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
enchanting-french-empire-style-chaise-longue,Enchanting French Empire Style Chaise Longue,"<p>This enchanting chaise is reminiscent of the chimerical furniture from Collen Moore's ""Fairy Castle."" When one falls upon this chaise one is immediately transported to ""once upon a t...</p><p><strong>Materials:</strong> Gold, Silver Leaf</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Unknown Chaise Longues</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, Gold, Silver Leaf, Empire",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-026,5000,shopify,1,deny,manual,2900,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/191/8899_1311186769_2.jpg?width=2000&quality=90,1,Enchanting French Empire Style Chaise Longue,FALSE,Enchanting French Empire Style Chaise Longue | Antique Furniture Co.,"This enchanting chaise is reminiscent of the chimerical furniture from Collen Moore's ""Fairy Castle."" When one falls upon this chaise one is immediately tr",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
enchanting-french-empire-style-chaise-longue,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/193/XXX_8899_1311371234_1.jpg?width=2000&quality=90,2,Enchanting French Empire Style Chaise Longue - Image 2,,,,,,,,,,,,,,,,,,,,
hand-made-pair-of-boston-rockers-for-mother-and-child,Hand-Made Pair of Boston Rockers for Mother and Child,"<p>This adorable pair of mother and child Boston Rockers are wonderful examples of timeless American furniture form. At the back of the chairs there are seven turned spindles topped wit...</p><p><strong>Materials:</strong> Maple, Pine, Hickory</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century American Rocking Chairs</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Maple, Pine, Hickory",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-027,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/192/XXX_8899_1311188665_1_1-01.jpg?width=2000&quality=90,1,Hand-Made Pair of Boston Rockers for Mother and Child,FALSE,Hand-Made Pair of Boston Rockers for Mother and Ch | Antique Furniture Co.,This adorable pair of mother and child Boston Rockers are wonderful examples of timeless American furniture form. At the back of the chairs there are seven,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
bamboo-nesting-tables,Bamboo Nesting Tables,"<p>Late 20th century, Tommy Bahama style set of three nesting tables fit inside each other. Wrought iron bases, attached burnt bamboo tray tops.</p><p><strong>Materials:</strong> Wrought Iron</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Nesting Tables and Stacking Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"20th Century, Wrought Iron",TRUE,Title,Default Title,,,,,ANT-TABLE-028,25000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/17_13/bambootables1/XXX_BambooTables1-01.jpg?width=2000&quality=90,1,Bamboo Nesting Tables,FALSE,Bamboo Nesting Tables | Antique Furniture Co.,"Late 20th century, Tommy Bahama style set of three nesting tables fit inside each other. Wrought iron bases, attached burnt bamboo tray tops.",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
oversized-american-craftsman-cowboy-style-copper-coffee-pot,Oversized American Craftsman 'Cowboy Style' Copper Coffee Pot,"<p>Unusually large hand-hammered coffee pot. Collapsible loop handle on top for lifting, bail handle on backside for pouring and a small loop handle on the lid, with tin lining.</p><p><strong>Materials:</strong> Copper</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American American Craftsman Platters and Serveware</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"20th Century, Copper",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-029,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/05_15/img_1063/IMG_1063_l.jpeg?width=2000&quality=90,1,Oversized American Craftsman 'Cowboy Style' Copper Coffee Pot,FALSE,Oversized American Craftsman 'Cowboy Style' Copper | Antique Furniture Co.,"Unusually large hand-hammered coffee pot. Collapsible loop handle on top for lifting, bail handle on backside for pouring and a small loop handle on the li",Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
oversized-american-craftsman-cowboy-style-copper-coffee-pot,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/06_15/1738582/ORG_1738582.jpeg?width=2000&quality=90,2,Oversized American Craftsman 'Cowboy Style' Copper Coffee Pot - Image 2,,,,,,,,,,,,,,,,,,,,
oversized-american-craftsman-cowboy-style-copper-coffee-pot,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/06_15/1738582/1738582_l_s.jpeg?width=2000&quality=90,3,Oversized American Craftsman 'Cowboy Style' Copper Coffee Pot - Image 3,,,,,,,,,,,,,,,,,,,,
midcentury-kilim-pillow-slips-from-afghanistan-rugs,Midcentury Kilim Pillow Slips from Afghanistan Rugs,"<p>Pillow slips made in Turkey from Afgahanistan Kilim rugs.</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Turkish Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"20th Century, Wool",TRUE,Title,Default Title,,,,,ANT-RUG-030,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/3663232/f_20770221490039310751/slips_ocs_org_s.jpg?width=2000&quality=90,1,Midcentury Kilim Pillow Slips from Afghanistan Rugs,FALSE,Midcentury Kilim Pillow Slips from Afghanistan Rug | Antique Furniture Co.,Pillow slips made in Turkey from Afgahanistan Kilim rugs.,Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-weiss-rhinestone-earrings,Mid-Century Weiss Rhinestone Earrings,"<p>A pair of clear sparkling tear drop cut rhinestone spray earrings by Weiss jewelry. The fabulous rhinestones used in these earrings were imported from Austria.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Mid-Century,TRUE,Title,Default Title,,,,,ANT-JEWELRY-031,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/141/XXX_8899_1301256317_1-01.jpg?width=2000&quality=90,1,Mid-Century Weiss Rhinestone Earrings,FALSE,Mid-Century Weiss Rhinestone Earrings | Antique Furniture Co.,A pair of clear sparkling tear drop cut rhinestone spray earrings by Weiss jewelry. The fabulous rhinestones used in these earrings were imported from Aust,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
peacock-fireplace-tools-from-the-english-aesthetic-movement,Peacock Fireplace Tools from the English Aesthetic Movement,"<p>These tools are incidentally functional but absolutely beautiful. Adorned with beautiful bronze peacock repousse, turned fumed oak bodies, paw feet and claw thongs. These tools are a...</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century English Fireplace Tools and Chimney Pots</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, English, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-032,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/128/8899_1298654796_2.jpg?width=2000&quality=90,1,Peacock Fireplace Tools from the English Aesthetic Movement,FALSE,Peacock Fireplace Tools from the English Aesthetic | Antique Furniture Co.,"These tools are incidentally functional but absolutely beautiful. Adorned with beautiful bronze peacock repousse, turned fumed oak bodies, paw feet and cla",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
peacock-fireplace-tools-from-the-english-aesthetic-movement,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/128/XXX_8899_1298501290_1.jpg?width=2000&quality=90,2,Peacock Fireplace Tools from the English Aesthetic Movement - Image 2,,,,,,,,,,,,,,,,,,,,
19th-century-carved-hall-tree,19th Century Carved Hall Tree,"<p>Handsome dark stained mahogany with carved detailed figures, coat posts, umbrella tins, mirror and hinged glove box; handmade in England by James Phillips &amp; Sons during the 19th cent...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British Gothic Revival Coat Racks and Stands</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-033,5000,shopify,1,deny,manual,2400,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/54/8899_1288902596_8_1-01.jpg?width=2000&quality=90,1,19th Century Carved Hall Tree,FALSE,19th Century Carved Hall Tree | Antique Furniture Co.,"Handsome dark stained mahogany with carved detailed figures, coat posts, umbrella tins, mirror and hinged glove box; handmade in England by James Phillips ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
horn-and-cowhide-stool,Horn and Cowhide Stool,"<p>Beautiful designer quality western bull Horn and cowhide stool.</p><p><strong>Materials:</strong> Cowhide, Hide</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century American Stools</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Cowhide, Hide",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-034,5000,shopify,1,deny,manual,5600,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/54/8899_1275367507_1_1.jpg?width=2000&quality=90,1,Horn and Cowhide Stool,FALSE,Horn and Cowhide Stool | Antique Furniture Co.,Beautiful designer quality western bull Horn and cowhide stool.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
early-20th-century-french-corner-cabinet,Early 20th Century French Corner Cabinet,"<p>Charming French handmade and hand-painted corner cabinet on raw pine with blue and gold accents and dental molding.</p><p><strong>Materials:</strong> Pine</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century French Corner Cupboards</p>",Antique Furniture Co.,Furniture > Cabinets & Storage,Cabinet,"20th Century, French, Pine",TRUE,Title,Default Title,,,,,ANT-CABINET-035,50000,shopify,1,deny,manual,3200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/63/8899_1277783713_2.jpg?width=2000&quality=90,1,Early 20th Century French Corner Cabinet,FALSE,Early 20th Century French Corner Cabinet | Antique Furniture Co.,Charming French handmade and hand-painted corner cabinet on raw pine with blue and gold accents and dental molding.,Furniture > Cabinets & Storage,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
early-20th-century-french-corner-cabinet,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/63/8899_1277784070_1_1.jpg?width=2000&quality=90,2,Early 20th Century French Corner Cabinet - Image 2,,,,,,,,,,,,,,,,,,,,
banded-agate-cufflinks,Banded Agate Cufflinks,"<p>Victorian style banded agate cufflinks with gilt toggle cuff settings. Banded agate is a type of chalcedony, with some of the layers being translucent. These gemstones were highly pr...</p><p><strong>Materials:</strong> Agate, Silver</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"Agate, Silver",TRUE,Title,Default Title,,,,,ANT-JEWELRY-036,5000,shopify,1,deny,manual,300,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/114/XXX_8899_12944318_1-01.jpg?width=2000&quality=90,1,Banded Agate Cufflinks,FALSE,Banded Agate Cufflinks | Antique Furniture Co.,"Victorian style banded agate cufflinks with gilt toggle cuff settings. Banded agate is a type of chalcedony, with some of the layers being translucent. The",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
velvet-orange-chair-quartet,Velvet Orange Chair Quartet,"<p>Two armchairs an two armless chairs, orange velvet with nailhead trim. These are showroom models with each base slightly different than the next. A stunning quartet!</p><p><strong>Materials:</strong> Velvet</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century American Chairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"20th Century, Velvet",TRUE,Title,Default Title,,,,,ANT-CHAIR-037,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/44_13/938612/938612_l_s.jpg?width=2000&quality=90,1,Velvet Orange Chair Quartet,FALSE,Velvet Orange Chair Quartet | Antique Furniture Co.,"Two armchairs an two armless chairs, orange velvet with nailhead trim. These are showroom models with each base slightly different than the next. A stunnin",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
grapevine-dale-hall-pottery-circa-1843,"Grapevine Dale Hall Pottery, circa 1843","<p>Patented T J &amp; J Mayers of Longport.</p><p><strong>Materials:</strong> Porcelain</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British Porcelain</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"19th Century, Antique, Porcelain",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-038,5000,shopify,1,deny,manual,800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/35_13/blueplateback/BluePlateBack_l.jpg?width=2000&quality=90,1,"Grapevine Dale Hall Pottery, circa 1843",FALSE,"Grapevine Dale Hall Pottery, circa 1843 | Antique Furniture Co.",Patented T J &amp; J Mayers of Longport.,Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
grapevine-dale-hall-pottery-circa-1843,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6795/ORG_ORG__P9Y6795.jpg?width=2000&quality=90,2,"Grapevine Dale Hall Pottery, circa 1843 - Image 2",,,,,,,,,,,,,,,,,,,,
grapevine-dale-hall-pottery-circa-1843,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6795/_P9Y6795_s.jpg?width=2000&quality=90,3,"Grapevine Dale Hall Pottery, circa 1843 - Image 3",,,,,,,,,,,,,,,,,,,,
scottish-thistle-royal-chelsea-porcelain-plate,Scottish Thistle Royal Chelsea Porcelain Plate,"<p>Beautiful hand-painted and gold Scottish thistle royal Chelsea plate.</p><p><strong>Materials:</strong> Porcelain</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British Porcelain</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Porcelain",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-039,5000,shopify,1,deny,manual,640,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6798/_P9Y6798_s.jpg?width=2000&quality=90,1,Scottish Thistle Royal Chelsea Porcelain Plate,FALSE,Scottish Thistle Royal Chelsea Porcelain Plate | Antique Furniture Co.,Beautiful hand-painted and gold Scottish thistle royal Chelsea plate.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-classical-roman-style-male-female-wall-sculptures,Pair of Classical Roman Style Male Female Wall Sculptures,"<p>Pair of male and female Classical Roman style sculptures made to look ancient, beautifully crafted in bas relief signed by artist.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Late 20th Century Italian Classical Roman Wall-mounted Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,"20th Century, Italian",TRUE,Title,Default Title,,,,,ANT-SCULPTURE-040,15000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/44_13/938586/ORG_938586.jpg?width=2000&quality=90,1,Pair of Classical Roman Style Male Female Wall Sculptures,FALSE,Pair of Classical Roman Style Male Female Wall Scu | Antique Furniture Co.,"Pair of male and female Classical Roman style sculptures made to look ancient, beautifully crafted in bas relief signed by artist.",Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-santa-mailbox,Vintage Santa Mailbox,"<p>Vintage Santa mailbox, made of tin and wood this small child size mailbox is a dear reminder of sending letters to Santa whether you are naughty of nice!</p><p><strong>Materials:</strong> Tin</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1960s American Toys and Dolls</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Tin, Vintage",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-041,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/48_13/mailbox/MailBox_l.jpg?width=2000&quality=90,1,Vintage Santa Mailbox,FALSE,Vintage Santa Mailbox | Antique Furniture Co.,"Vintage Santa mailbox, made of tin and wood this small child size mailbox is a dear reminder of sending letters to Santa whether you are naughty of nice!",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-santa-mailbox,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/984158/ORG_984158.jpg?width=2000&quality=90,2,Vintage Santa Mailbox - Image 2,,,,,,,,,,,,,,,,,,,,
vintage-santa-mailbox,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/984158/984158_l_s.jpg?width=2000&quality=90,3,Vintage Santa Mailbox - Image 3,,,,,,,,,,,,,,,,,,,,
set-of-eight-grosvenor-fine-bone-china,"Set of Eight Grosvenor Fine Bone, China","<p>Fine bone China. Set of eight.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British More Dining and Entertaining</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-042,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6299/_P9Y6299_l_s.jpg?width=2000&quality=90,1,"Set of Eight Grosvenor Fine Bone, China",FALSE,"Set of Eight Grosvenor Fine Bone, China | Antique Furniture Co.",Fine bone China. Set of eight.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
glass-and-pewter-pitcher-set,Glass and Pewter Pitcher Set,"<p>Made in Italy this Mid-Century set, one duck shaped with handle and one upright.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Italian Pitchers</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"20th Century, Italian",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-043,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/16_15/2076792/2076792_l_s.jpeg?width=2000&quality=90,1,Glass and Pewter Pitcher Set,FALSE,Glass and Pewter Pitcher Set | Antique Furniture Co.,"Made in Italy this Mid-Century set, one duck shaped with handle and one upright.",Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
serpentine-fender-with-french-style-neoclassical-andirons,Serpentine Fender with French Style Neoclassical Andirons,"<p>Colonial Williamsburg brass serpentine shaped pierced work, polished brass fire fender, pair of French style andirons with left and right brass cast balusters with black iron fire dogs.</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century American French Provincial Andirons</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, French, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-044,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/05_15/img_0842/IMG_0842_l.jpeg?width=2000&quality=90,1,Serpentine Fender with French Style Neoclassical Andirons,FALSE,Serpentine Fender with French Style Neoclassical A | Antique Furniture Co.,"Colonial Williamsburg brass serpentine shaped pierced work, polished brass fire fender, pair of French style andirons with left and right brass cast balust",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
serpentine-fender-with-french-style-neoclassical-andirons,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/09_15/1738462/ORG_1738462.jpeg?width=2000&quality=90,2,Serpentine Fender with French Style Neoclassical Andirons - Image 2,,,,,,,,,,,,,,,,,,,,
colonial-williamsburg-serpentine-fender-with-dolphin-andirons,Colonial Williamsburg Serpentine Fender with Dolphin Andirons,"<p>Serpentine shaped pierced work, polished brass fire fender, pair of andirons with left and right brass cast dolphins, smaller cast brass dolphins on the black iron fire dogs.</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century American American Colonial Andirons</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Colonial, 20th Century, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-045,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_15/1738472/ORG_1738472.jpeg?width=2000&quality=90,1,Colonial Williamsburg Serpentine Fender with Dolphin Andirons,FALSE,Colonial Williamsburg Serpentine Fender with Dolph | Antique Furniture Co.,"Serpentine shaped pierced work, polished brass fire fender, pair of andirons with left and right brass cast dolphins, smaller cast brass dolphins on the bl",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
two-antique-copper-colanders,Two Antique Copper Colanders,"<p>Marked Waldow, Brooklyn, NY. Large is 11 inches in diameter raised on a stepped base with copper rivets. Small is 9 inches in diameter also with stepped base. Both are riveted brass ...</p><p><strong>Materials:</strong> Copper</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Platters and Serveware</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Antique, Copper",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-046,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_15/1738572/1738572_l_s.jpeg?width=2000&quality=90,1,Two Antique Copper Colanders,FALSE,Two Antique Copper Colanders | Antique Furniture Co.,"Marked Waldow, Brooklyn, NY. Large is 11 inches in diameter raised on a stepped base with copper rivets. Small is 9 inches in diameter also with stepped ba",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
