Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
midcentury-chinoiserie-style-red-lingerie-chest-of-drawers-with-gold-trim,"Midcentury, Chinoiserie Style, Red Lingerie Chest of Drawers with Gold Trim","<p>A handsome three foot tall, 3-drawer chest painted red with gold trim was quite popular in the vintage or midcentury era. With cabriole legs, side panels and elaborate French drawer ...</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Mid-20th Century Unknown Chinoiserie Commodes and Chests of Drawers</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-022,5000,shopify,1,deny,manual,2800,,TRUE,TRUE,,https://a.1stdibscdn.com/midcentury-chinoiserie-style-red-lingerie-chest-of-drawers-with-gold-trim-for-sale/1121189/f_175761411581125674698/17576141_master.jpg?width=2000&quality=90,1,"Midcentury, Chinoiserie Style, Red Lingerie Chest of Drawers with Gold Trim",FALSE,"Midcentury, Chinoiserie Style, Red Lingerie Chest  | Antique Furniture Co.","A handsome three foot tall, 3-drawer chest painted red with gold trim was quite popular in the vintage or midcentury era. With cabriole legs, side panels a",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india,Four Foot Tall Antique Hand-Painted Wooden Horse with Bird Saddle from India,"<p>Hand painted wooden horse, most likely mango wood, purchased in Jaipur, India in 2019.</p><p><strong>Materials:</strong> Fruitwood</p><p><strong>Category:</strong> Early 20th Century Indian Anglo Raj Sculptures and Carvings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, Indian, 20th Century, Antique, Fruitwood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-023,5000,shopify,1,deny,manual,5500,,TRUE,TRUE,,https://a.1stdibscdn.com/four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india-for-sale-picture-2/f_8899/f_226658521614175564076/TK_277_master.jpg?width=2000&quality=90,1,Four Foot Tall Antique Hand-Painted Wooden Horse with Bird Saddle from India,FALSE,Four Foot Tall Antique Hand-Painted Wooden Horse w | Antique Furniture Co.,"Hand painted wooden horse, most likely mango wood, purchased in Jaipur, India in 2019.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india-for-sale/1121189/f_226658521634719235405/22665852_datamatics.jpg?width=2000&quality=90,2,Four Foot Tall Antique Hand-Painted Wooden Horse with Bird Saddle from India - Image 2,,,,,,,,,,,,,,,,,,,,
four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india,Four Foot Tall Antique Hand-Painted Wooden Horse with Bird Saddle from India,"<p>Hand painted wooden horse, most likely mango wood, purchased in Jaipur, India in 2019.</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Early 20th Century Indian Anglo Raj Sculptures and Carvings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, Indian, 20th Century, Antique, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-024,5000,shopify,1,deny,manual,5500,,TRUE,TRUE,,https://a.1stdibscdn.com/four-foot-tall-antique-hand-painted-wooden-horse-with-bird-saddle-from-india-for-sale/1121189/f_226658221634719228560/22665822_datamatics.jpg?width=2000&quality=90,1,Four Foot Tall Antique Hand-Painted Wooden Horse with Bird Saddle from India,FALSE,Four Foot Tall Antique Hand-Painted Wooden Horse w | Antique Furniture Co.,"Hand painted wooden horse, most likely mango wood, purchased in Jaipur, India in 2019.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-iron-grapevine-garden-table-in-the-style-of-john-salterini,Vintage Iron Grapevine Garden Table in the style of John Salterini,"<p>Grape Leaf Iron Table John B. Salterini (Italy, 1928–52)

While John B. Salterini (1928–52) designed ornate wrought-iron garden furniture for patios and lawns, he specifically soug...</p><p><strong>Materials:</strong> Iron</p><p><strong>Category:</strong> Vintage 1950s Italian Classical Greek Patio and Garden Furniture</p>",Antique Furniture Co.,Furniture > Tables,Table,"Italian, Iron, Vintage",TRUE,Title,Default Title,,,,,ANT-TABLE-025,25000,shopify,1,deny,manual,2900,,TRUE,TRUE,,https://a.1stdibscdn.com/vintage-iron-grapevine-garden-table-in-the-style-of-john-salterini-for-sale/1121189/f_226659921620463207294/22665992_master.jpg?width=2000&quality=90,1,Vintage Iron Grapevine Garden Table in the style of John Salterini,FALSE,Vintage Iron Grapevine Garden Table in the style o | Antique Furniture Co.,"Grape Leaf Iron Table John B. Salterini (Italy, 1928–52)

While John B. Salterini (1928–52) designed ornate wrought-iron garden furniture for patios and la",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
versace-inspired-violet-paisley-ari-metallic-embroidery-jeweled-rhinstone-silk,Versace Inspired Violet Paisley Ari Metallic Embroidery Jeweled Rhinstone Silk,"<p>Vintage, theatrically created for celebrities in a violet iridescent raw silk fabric with highly embellished dramatic paisley design of hand-hooked metallic embroidered gold and silv...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1970s Indian Bohemian Quilts and Blankets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Silk",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-026,5000,shopify,1,deny,manual,15000,,TRUE,TRUE,,https://a.1stdibscdn.com/versace-inspired-violet-paisley-ari-metallic-embroidery-jeweled-rhinstone-silk-for-sale-picture-2/f_8899/f_208801421602521242359/TK_September_20200597_master.jpg?width=2000&quality=90,1,Versace Inspired Violet Paisley Ari Metallic Embroidery Jeweled Rhinstone Silk,FALSE,Versace Inspired Violet Paisley Ari Metallic Embro | Antique Furniture Co.,"Vintage, theatrically created for celebrities in a violet iridescent raw silk fabric with highly embellished dramatic paisley design of hand-hooked metalli",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
versace-inspired-violet-paisley-ari-metallic-embroidery-jeweled-rhinstone-silk,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/versace-inspired-violet-paisley-ari-metallic-embroidery-jeweled-rhinstone-silk-for-sale/1121189/f_208801421608626057595/20880142_master.jpg?width=2000&quality=90,2,Versace Inspired Violet Paisley Ari Metallic Embroidery Jeweled Rhinstone Silk - Image 2,,,,,,,,,,,,,,,,,,,,
french-blue-and-gold-silk-woven-scalamandre-style-designer-damask-fabric,French Blue and Gold Silk Woven Scalamandre Style Designer Damask Fabric,"<p>Silk woven Damask Designer House vintage remnant fabric yardage, in a classical and popular Napoleonic Abusson Design. Finely woven on jacquard looms in 100% silky fibers, in a class...</p><p><strong>Materials:</strong> Damask</p><p><strong>Category:</strong> Vintage 1970s Indian Aubusson Quilts and Blankets</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,"Indian, French, Damask",TRUE,Title,Default Title,,,,,ANT-TEXTILE-027,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/french-blue-and-gold-silk-woven-scalamandre-style-designer-damask-fabric-for-sale/1121189/f_208803621608626064086/20880362_master.jpg?width=2000&quality=90,1,French Blue and Gold Silk Woven Scalamandre Style Designer Damask Fabric,FALSE,French Blue and Gold Silk Woven Scalamandre Style  | Antique Furniture Co.,"Silk woven Damask Designer House vintage remnant fabric yardage, in a classical and popular Napoleonic Abusson Design. Finely woven on jacquard looms in 10",Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
dusty-rose-dupioni-silk-finely-woven-hand-embroidered-designer-house-fabric,"Dusty Rose Dupioni Silk, Finely Woven Hand Embroidered Designer House Fabric","<p>Beautiful dusty rose tone raw silk Dupioni fabric featuring intricate hand guided chain stitch embroidery of saffron, garnet, amethyst floral and celedon trellis motif. 100% hand dye...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1980s Indian Anglo-Indian Quilts and Blankets</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,"Indian, Silk",TRUE,Title,Default Title,,,,,ANT-TEXTILE-028,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/dusty-rose-dupioni-silk-finely-woven-hand-embroidered-designer-house-fabric-for-sale/1121189/f_208807721608625704809/20880772_master.jpg?width=2000&quality=90,1,"Dusty Rose Dupioni Silk, Finely Woven Hand Embroidered Designer House Fabric",FALSE,"Dusty Rose Dupioni Silk, Finely Woven Hand Embroid | Antique Furniture Co.","Beautiful dusty rose tone raw silk Dupioni fabric featuring intricate hand guided chain stitch embroidery of saffron, garnet, amethyst floral and celedon t",Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
elaborately-embroidered-garnet-raw-silk-indian-handricraft-bejewelled-flowers,"Elaborately Embroidered, Garnet Raw Silk, Indian Handricraft, Bejewelled Flowers","<p>Elaborate raw silk, woven in a rich garnet color, embellished with floral metallic embroidery in threads of silver and gold. Bejewelled in garnet dyed seed pearls and golden sequins....</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1960s Indian Anglo-Indian Quilts and Blankets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Silk",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-029,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/elaborately-embroidered-garnet-raw-silk-indian-handricraft-bejewelled-flowers-for-sale/f_8899/f_208805521602011840947/TK_September_20201160_master.jpg?width=2000&quality=90,1,"Elaborately Embroidered, Garnet Raw Silk, Indian Handricraft, Bejewelled Flowers",FALSE,"Elaborately Embroidered, Garnet Raw Silk, Indian H | Antique Furniture Co.","Elaborate raw silk, woven in a rich garnet color, embellished with floral metallic embroidery in threads of silver and gold. Bejewelled in garnet dyed seed",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
elaborately-embroidered-garnet-raw-silk-indian-handricraft-bejewelled-flowers,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/elaborately-embroidered-garnet-raw-silk-indian-handricraft-bejewelled-flowers-for-sale/1121189/f_208805521608625698811/20880552_master.jpg?width=2000&quality=90,2,"Elaborately Embroidered, Garnet Raw Silk, Indian Handricraft, Bejewelled Flowers - Image 2",,,,,,,,,,,,,,,,,,,,
coral-gujarati-fine-satin-weave-brilliant-embroidered-paisley-silk-ari-work,"Coral Gujarati Fine Satin Weave, Brilliant Embroidered Paisley Silk, Ari Work","<p>This unique vintage handicraft made by tailored artisans, is likely to never to be created again. This brilliant coral colored raw silk woven into a fine satin weave and embellished ...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1960s Indian Anglo-Indian Quilts and Blankets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Silk",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-030,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/coral-gujarati-fine-satin-weave-brilliant-embroidered-paisley-silk-ari-work-for-sale/1121189/f_208805821608623473601/20880582_master.jpg?width=2000&quality=90,1,"Coral Gujarati Fine Satin Weave, Brilliant Embroidered Paisley Silk, Ari Work",FALSE,"Coral Gujarati Fine Satin Weave, Brilliant Embroid | Antique Furniture Co.","This unique vintage handicraft made by tailored artisans, is likely to never to be created again. This brilliant coral colored raw silk woven into a fine s",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-handmade-gujarati-tribal-saree-mirror-patchwork-amp-textiles-tapestry,Vintage Handmade Gujarati Tribal Saree Mirror Patchwork &amp; Textiles Tapestry,"<p>India's classical vintage Saree mirror work, historically from the Gujarati region, production started by using organic mica that looked like mirrors accented with embroidery. A patc...</p><p><strong>Materials:</strong> Cotton</p><p><strong>Category:</strong> Vintage 1950s Indian Anglo-Indian Tapestries</p>",Antique Furniture Co.,Home & Garden > Decor > Mirrors,Mirror,"Indian, Cotton, Vintage",TRUE,Title,Default Title,,,,,ANT-MIRROR-031,5000,shopify,1,deny,manual,3500,,TRUE,TRUE,,https://a.1stdibscdn.com/vintage-handmade-gujarati-tribal-saree-mirror-patchwork-textiles-tapestry-for-sale/1121189/f_208806521608584437144/20880652_master.jpg?width=2000&quality=90,1,Vintage Handmade Gujarati Tribal Saree Mirror Patchwork &amp; Textiles Tapestry,FALSE,Vintage Handmade Gujarati Tribal Saree Mirror Patc | Antique Furniture Co.,"India's classical vintage Saree mirror work, historically from the Gujarati region, production started by using organic mica that looked like mirrors accen",Home & Garden > Decor > Mirrors,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
aqua-coral-amp-pink-rose-handloomed-tree-of-immortality-pashmina-or-bed-coverlet,"Aqua, Coral &amp; Pink Rose Handloomed Tree of Immortality Pashmina or Bed Coverlet","<p>Finely woven on 15th century hand-looms by highly skilled artisans in the exclusive regions of Kashmir, India, high in the Himalayan Mountains where the famous goats are herded for t...</p><p><strong>Materials:</strong> Wool</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Anglo Raj Tapestries</p>",Antique Furniture Co.,Furniture > Bedroom Furniture > Beds & Bed Frames,Daybed,"Anglo Raj, Indian, Wool",TRUE,Title,Default Title,,,,,ANT-DAYBED-032,30000,shopify,1,deny,manual,5700,,TRUE,TRUE,,https://a.1stdibscdn.com/aqua-coral-pink-rose-handloomed-tree-of-immortality-pashmina-or-bed-coverlet-for-sale-picture-2/f_8899/f_209680121602534409312/TK_September_2020_1025_master.jpg?width=2000&quality=90,1,"Aqua, Coral &amp; Pink Rose Handloomed Tree of Immortality Pashmina or Bed Coverlet",FALSE,"Aqua, Coral &amp; Pink Rose Handloomed Tree of Imm | Antique Furniture Co.","Finely woven on 15th century hand-looms by highly skilled artisans in the exclusive regions of Kashmir, India, high in the Himalayan Mountains where the fa",Furniture > Bedroom Furniture > Beds & Bed Frames,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
aqua-coral-amp-pink-rose-handloomed-tree-of-immortality-pashmina-or-bed-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/aqua-coral-pink-rose-handloomed-tree-of-immortality-pashmina-or-bed-coverlet-for-sale/1121189/f_209680121607418241092/20968012_master.jpg?width=2000&quality=90,2,"Aqua, Coral &amp; Pink Rose Handloomed Tree of Immortality Pashmina or Bed Coverlet - Image 2",,,,,,,,,,,,,,,,,,,,
aubergine-russet-amp-taupe-cashmere-pashmina-tree-of-life-amp-indian-forest-tales,"Aubergine, Russet, &amp; Taupe, Cashmere Pashmina Tree of Life &amp; Indian Forest Tales","<p>Indian Forest tales hand loomed, finely woven jacquard cashmere pashmina with salvage edge fringe and warp fringe. Hand chosen during our 2019 trip to Jodhpur, India, known as the pl...</p><p><strong>Materials:</strong> Wool</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Anglo Raj Tapestries</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, Indian, Wool",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-033,5000,shopify,1,deny,manual,5700,,TRUE,TRUE,,https://a.1stdibscdn.com/aubergine-russet-taupe-cashmere-pashmina-tree-of-life-indian-forest-tales-for-sale/1121189/f_209682421607418248105/20968242_master.jpg?width=2000&quality=90,1,"Aubergine, Russet, &amp; Taupe, Cashmere Pashmina Tree of Life &amp; Indian Forest Tales",FALSE,"Aubergine, Russet, &amp; Taupe, Cashmere Pashmina  | Antique Furniture Co.","Indian Forest tales hand loomed, finely woven jacquard cashmere pashmina with salvage edge fringe and warp fringe. Hand chosen during our 2019 trip to Jodh",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
kashmir-tree-of-life-regal-garnet-amp-saffron-large-cashmere-pashmina-or-coverlet,Kashmir Tree of Life Regal Garnet &amp; Saffron Large Cashmere Pashmina or Coverlet,"<p>Large cashmere pashmina finely woven in the historic region of Kashmir India, high in the Himalayas, where the Pashmina goats range and grow this famously soft and warm wool. This Tr...</p><p><strong>Materials:</strong> Wool</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Anglo Raj Tapestries</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, Indian, Wool",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-034,5000,shopify,1,deny,manual,6200,,TRUE,TRUE,,https://a.1stdibscdn.com/kashmir-tree-of-life-regal-garnet-saffron-large-cashmere-pashmina-or-coverlet-for-sale/1121189/f_209676421607418233112/20967642_master.jpg?width=2000&quality=90,1,Kashmir Tree of Life Regal Garnet &amp; Saffron Large Cashmere Pashmina or Coverlet,FALSE,Kashmir Tree of Life Regal Garnet &amp; Saffron La | Antique Furniture Co.,"Large cashmere pashmina finely woven in the historic region of Kashmir India, high in the Himalayas, where the Pashmina goats range and grow this famously ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
ruby-red-from-kashmir-a-cashmere-pashmina-tree-of-life-coverlet-or-shawl,"Ruby Red from Kashmir, a Cashmere Pashmina Tree of Life Coverlet or Shawl","<p>Fine example of a richly colored unique handwoven cashmere pashmina. Created in the historic region of Kashmir India, high in the Himalayas, where the Pashmina goats range and grow t...</p><p><strong>Materials:</strong> Wool</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Anglo Raj Tapestries</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Anglo Raj, Indian, Wool",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-035,5000,shopify,1,deny,manual,6200,,TRUE,TRUE,,https://a.1stdibscdn.com/ruby-red-from-kashmir-a-cashmere-pashmina-tree-of-life-coverlet-or-shawl-for-sale-picture-2/f_8899/1602075943503/TK_September_2020_0959_master.jpg?width=2000&quality=90,1,"Ruby Red from Kashmir, a Cashmere Pashmina Tree of Life Coverlet or Shawl",FALSE,"Ruby Red from Kashmir, a Cashmere Pashmina Tree of | Antique Furniture Co.","Fine example of a richly colored unique handwoven cashmere pashmina. Created in the historic region of Kashmir India, high in the Himalayas, where the Pash",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
ruby-red-from-kashmir-a-cashmere-pashmina-tree-of-life-coverlet-or-shawl,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/ruby-red-from-kashmir-a-cashmere-pashmina-tree-of-life-coverlet-or-shawl-for-sale/1121189/f_208893221607418227106/20889322_master.jpg?width=2000&quality=90,2,"Ruby Red from Kashmir, a Cashmere Pashmina Tree of Life Coverlet or Shawl - Image 2",,,,,,,,,,,,,,,,,,,,
joan-miro-abstract-original-lithograph,"Joan Miró, Abstract Original Lithograph","<p>This is a first state, first printing lithograph by Joan Miro´ (Spanish, 1893-1983), on Guarro wove paper, signed on the stone. Executed in 1975 at the Atelier of Poligrapha in Barce...</p><p><strong>Materials:</strong> Paper</p><p><strong>Category:</strong> Vintage 1970s Spanish Prints</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Paper,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-036,5000,shopify,1,deny,manual,32000,,TRUE,TRUE,,https://a.1stdibscdn.com/joan-miro-abstract-original-lithograph-for-sale/1121189/f_31972521592439170720/3197252_master.jpg?width=2000&quality=90,1,"Joan Miró, Abstract Original Lithograph",FALSE,"Joan Miró, Abstract Original Lithograph | Antique Furniture Co.","This is a first state, first printing lithograph by Joan Miro´ (Spanish, 1893-1983), on Guarro wove paper, signed on the stone. Executed in 1975 at the Ate",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
red-and-navy-blue-kashmir-tribal-rug-with-cream-accents-round-from-india,"Red and Navy Blue Kashmir Tribal Rug with Cream Accents, Round from India","<p>Handsome Kashmir navy blue and red Indian carpet
Tribal 8' round pattern has been spotted at the White House
Purchased on our fall buying trip to India along with a sister rug of a...</p><p><strong>Materials:</strong> Goat Hair</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Tribal Indian Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Indian, Goat Hair",TRUE,Title,Default Title,,,,,ANT-RUG-037,5000,shopify,1,deny,manual,8700,,TRUE,TRUE,,https://a.1stdibscdn.com/red-and-navy-blue-kashmir-tribal-rug-with-cream-accents-8-round-from-india-for-sale/1121189/f_175855421581350790380/17585542_master.jpg?width=2000&quality=90,1,"Red and Navy Blue Kashmir Tribal Rug with Cream Accents, Round from India",FALSE,Red and Navy Blue Kashmir Tribal Rug with Cream Ac | Antique Furniture Co.,"Handsome Kashmir navy blue and red Indian carpet
Tribal 8' round pattern has been spotted at the White House
Purchased on our fall buying trip to India alo",Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
handmade-tribal-rug-navy-blue-and-green-with-cream-accents-from-india-round,"Handmade Tribal Rug Navy Blue and Green with Cream Accents from India, Round","<p>Beautiful handmade 8' round navy blue and green Kashmir Tribal rug with fringe trim from India. Cream accents. We have seen this rug pattern in the White House!
This was brought bac...</p><p><strong>Materials:</strong> Goat Hair</p><p><strong>Category:</strong> 21st Century and Contemporary Indian Tribal Indian Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Indian, Goat Hair",TRUE,Title,Default Title,,,,,ANT-RUG-038,5000,shopify,1,deny,manual,8400,,TRUE,TRUE,,https://a.1stdibscdn.com/hand-made-tribal-rug-navy-blue-green-with-cream-accents-from-india-8-round-for-sale-picture-2/f_8899/f_175855621579537578526/IMG_0416_master.jpg?width=2000&quality=90,1,"Handmade Tribal Rug Navy Blue and Green with Cream Accents from India, Round",FALSE,Handmade Tribal Rug Navy Blue and Green with Cream | Antique Furniture Co.,Beautiful handmade 8' round navy blue and green Kashmir Tribal rug with fringe trim from India. Cream accents. We have seen this rug pattern in the White H,Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
handmade-tribal-rug-navy-blue-and-green-with-cream-accents-from-india-round,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/hand-made-tribal-rug-navy-blue-green-with-cream-accents-from-india-8-round-for-sale/1121189/f_175855621581350796006/17585562_master.jpg?width=2000&quality=90,2,"Handmade Tribal Rug Navy Blue and Green with Cream Accents from India, Round - Image 2",,,,,,,,,,,,,,,,,,,,
luminous-hand-carved-makrana-marble-black-buddha-head-from-agra-india,Luminous Hand Carved Makrana Marble Black Buddha Head from Agra India,"<p>This Luminous Buddha Head hand carved by the great grandsons of the creators of the Taj Mahal.
Makrana marble is the most dense marble on the planet. Evenly stained and highly polis...</p><p><strong>Materials:</strong> Marble</p><p><strong>Category:</strong> 2010s Indian Agra Sculptures and Carvings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Marble",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-039,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/luminous-hand-carved-makrana-marble-black-buddha-head-from-agra-india-for-sale/1121189/f_175761011581350784541/17576101_master.jpg?width=2000&quality=90,1,Luminous Hand Carved Makrana Marble Black Buddha Head from Agra India,FALSE,Luminous Hand Carved Makrana Marble Black Buddha H | Antique Furniture Co.,"This Luminous Buddha Head hand carved by the great grandsons of the creators of the Taj Mahal.
Makrana marble is the most dense marble on the planet. Evenl",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
makrana-marble-box-from-agra-india-inlaid-with-lapis-and-abablone,Makrana Marble Box from Agra India Inlaid with Lapis and Abablone,"<p>This fabulous octagonal box carved from Makrana marble. Once used for the Taj Mahal, it is known to be the most dense marble in the world. Inlaid Abalone and Lapis Lazuli adorn this ...</p><p><strong>Materials:</strong> Lapis Lazuli, Marble</p><p><strong>Category:</strong> 2010s Indian Agra Decorative Boxes</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Indian, Lapis Lazuli, Marble",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-040,5000,shopify,1,deny,manual,8700,,TRUE,TRUE,,https://a.1stdibscdn.com/makrana-marble-box-from-agra-india-inlaid-with-lapis-and-abablone-for-sale/1121189/f_175760111580522752334/17576011_master.jpg?width=2000&quality=90,1,Makrana Marble Box from Agra India Inlaid with Lapis and Abablone,FALSE,Makrana Marble Box from Agra India Inlaid with Lap | Antique Furniture Co.,"This fabulous octagonal box carved from Makrana marble. Once used for the Taj Mahal, it is known to be the most dense marble in the world. Inlaid Abalone a",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
beautiful-fruitwoods-italian-bombay-side-table,Beautiful Fruitwoods Italian Bombay Side Table,"<p>Fruitwoods veneer dresser with 3 drawers, ornate brass handles, lined drawers.
Looks like one of a kind. We love this!</p><p><strong>Materials:</strong> Fruitwood</p><p><strong>Category:</strong> Mid-20th Century Italian Louis XV Commodes and Chests of Drawers</p>",Antique Furniture Co.,Furniture > Tables,Table,"20th Century, Italian, Fruitwood",TRUE,Title,Default Title,,,,,ANT-TABLE-041,25000,shopify,1,deny,manual,3400,,TRUE,TRUE,,https://a.1stdibscdn.com/beautiful-fruitwoods-italian-bombay-side-table-for-sale-picture-2/f_8899/1534160451446/Treasure_Keepers069_master.jpg?width=2000&quality=90,1,Beautiful Fruitwoods Italian Bombay Side Table,FALSE,Beautiful Fruitwoods Italian Bombay Side Table | Antique Furniture Co.,"Fruitwoods veneer dresser with 3 drawers, ornate brass handles, lined drawers.
Looks like one of a kind. We love this!",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
beautiful-fruitwoods-italian-bombay-side-table,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/beautiful-fruitwoods-italian-bombay-side-table-for-sale/f_8899/1534160455808/Treasure_Keepers075_master.jpg?width=2000&quality=90,2,Beautiful Fruitwoods Italian Bombay Side Table - Image 2,,,,,,,,,,,,,,,,,,,,
